codigo_imovel,endereco,bairro,tipo_imovel,area_total,quartos,banheiros,vagas_garagem,ano_construcao,preco
9465,"Rua A, 83",Centro,Sobrado,90.26,4,3,1,1987,246167.26
7257,"Rua B, 75",Centro,Sobrado,143.6,2,3,1,2014,335878.14
4747,"Rua B, 52",Centro,Sobrado,221.45,3,3,0,1973,277699.48
4515,"Rua B, 73",Centro,Sobrado,295.47,4,1,1,2020,891441.71
7839,"Rua C, 44",Bairro Novo,Sobrado,144.14,1,1,0,2007,835480.38
6940,"Rua C, 79",Centro,Casa,279.96,1,1,0,1966,795977.54
6239,"Rua C, 21",Vila,Apartamento,184.55,4,1,0,1959,170555.21
1038,"Rua C, 7",Bairro Novo,Casa,131.57,2,2,2,2019,669301.01
2709,"Rua B, 96",Centro,Sobrado,186.04,1,2,0,1990,322008.67
6687,"Rua A, 42",Bairro Novo,Casa,230.55,4,2,0,1976,727531.35
4836,"Rua C, 84",Vila,Sobrado,139.84,5,3,2,1996,395685.78
3981,"Rua C, 36",Vila,Apartamento,213.32,5,2,1,2004,721653.45
7202,"Rua A, 64",Centro,Casa,246.64,1,3,0,2011,226523.03
4384,"Rua A, 21",Centro,Apartamento,233.32,4,2,2,1987,859378.75
3911,"Rua C, 58",Vila,Casa,207.48,3,3,2,2002,336314.71
1791,"Rua B, 98",Centro,Sobrado,211.22,4,1,1,1998,167662.09
6240,"Rua B, 25",Bairro Novo,Apartamento,252.85,2,3,2,1952,153586.17
6855,"Rua A, 82",Centro,Apartamento,156.63,2,1,1,1956,121996.18
9194,"Rua B, 22",Centro,Casa,152.52,3,3,2,2017,282957.55
1605,"Rua A, 62",Centro,Apartamento,150.05,5,2,1,1973,834495.9
2123,"Rua B, 84",Centro,Apartamento,205.94,3,1,0,1967,353593.88
2191,"Rua B, 87",Centro,Sobrado,192.59,4,1,1,1986,748154.78
5416,"Rua C, 3",Centro,Apartamento,83.92,4,1,0,2012,458305.14
7185,"Rua C, 74",Vila,Casa,213.0,2,3,0,1952,461442.8
8611,"Rua B, 22",Bairro Novo,Sobrado,74.73,3,3,2,1955,276733.48
5685,"Rua A, 67",Centro,Apartamento,65.24,4,2,1,1971,906811.55
8803,"Rua C, 67",Vila,Casa,175.31,2,1,1,1996,773395.47
2563,"Rua C, 7",Centro,Sobrado,287.74,1,3,1,2012,882341.14
5637,"Rua B, 50",Vila,Sobrado,105.73,5,1,0,2000,538264.9
7907,"Rua B, 59",Vila,Sobrado,105.52,5,2,2,2014,452373.5
8665,"Rua B, 30",Vila,Apartamento,298.01,3,3,2,2009,121330.19
1489,"Rua C, 58",Vila,Sobrado,172.3,5,2,0,2013,643467.69
5441,"Rua B, 23",Centro,Casa,191.59,2,3,1,1985,573866.04
1107,"Rua A, 42",Bairro Novo,Casa,171.12,3,3,0,1964,346152.54
9195,"Rua C, 62",Centro,Sobrado,214.13,3,1,1,1968,249700.14
1547,"Rua C, 45",Vila,Apartamento,255.08,3,2,0,1964,694862.64
2447,"Rua B, 40",Centro,Sobrado,240.78,4,2,0,2016,552738.27
2935,"Rua A, 32",Bairro Novo,Casa,237.46,5,1,1,1999,675843.13
5010,"Rua B, 34",Vila,Apartamento,98.74,1,2,2,1974,438436.64
7849,"Rua B, 19",Vila,Casa,120.13,4,3,1,1971,513221.17
9986,"Rua C, 51",Centro,Apartamento,223.56,1,1,1,1996,450900.55
4904,"Rua B, 35",Vila,Sobrado,190.58,5,3,1,1988,499997.29
6718,"Rua C, 2",Centro,Sobrado,217.71,3,2,0,1954,813485.61
2017,"Rua B, 70",Bairro Novo,Apartamento,117.35,4,1,0,2009,710692.25
2784,"Rua B, 32",Bairro Novo,Casa,228.85,1,3,1,1993,540799.76
3349,"Rua C, 1",Bairro Novo,Apartamento,295.8,5,1,0,1978,313478.51
5031,"Rua A, 34",Vila,Apartamento,197.22,1,1,0,2012,187309.19
4346,"Rua A, 73",Centro,Casa,123.23,3,2,0,2001,250303.32
2704,"Rua C, 97",Centro,Apartamento,154.44,4,3,0,2010,669449.01
7630,"Rua A, 19",Centro,Casa,72.88,4,3,2,2009,888080.69
8670,"Rua C, 34",Centro,Casa,212.33,2,1,0,2015,197351.11
7882,"Rua B, 47",Centro,Sobrado,70.95,3,2,0,2009,869995.1
6199,"Rua B, 11",Vila,Apartamento,188.02,3,2,2,1967,689125.96
4344,"Rua C, 31",Vila,Casa,78.36,5,3,0,1954,396489.43
9669,"Rua A, 100",Bairro Novo,Casa,52.9,1,3,1,1982,756673.1
1329,"Rua A, 60",Centro,Sobrado,209.5,5,2,0,2015,530109.94
7816,"Rua A, 55",Centro,Casa,71.14,4,1,1,1950,383424.0
6089,"Rua C, 98",Centro,Casa,176.91,2,3,2,1967,264734.4
7878,"Rua A, 62",Bairro Novo,Casa,127.53,4,2,1,1992,333919.79
8825,"Rua A, 77",Centro,Apartamento,53.91,5,3,1,1981,288594.57
1958,"Rua A, 54",Vila,Casa,160.73,1,1,1,2003,778638.11
5929,"Rua A, 21",Vila,Sobrado,248.58,1,2,2,2017,438919.28
7988,"Rua C, 69",Centro,Apartamento,248.14,4,2,1,1952,750922.46
4485,"Rua A, 49",Centro,Sobrado,161.22,4,1,2,1984,178146.93
4997,"Rua B, 63",Centro,Apartamento,75.09,5,1,0,1961,676077.77
4460,"Rua B, 88",Centro,Casa,55.51,1,3,1,1984,826822.58
9014,"Rua B, 65",Vila,Sobrado,97.99,5,2,1,2015,799323.6
5579,"Rua A, 59",Centro,Casa,166.14,4,1,2,2010,603190.7
6520,"Rua C, 52",Vila,Apartamento,260.57,1,3,1,1986,152624.49
2445,"Rua C, 52",Centro,Casa,147.39,1,1,2,2001,361460.09
1217,"Rua A, 57",Bairro Novo,Casa,256.55,4,1,2,1986,317631.02
2504,"Rua B, 98",Centro,Casa,78.84,4,2,0,1952,867571.65
3201,"Rua B, 3",Vila,Sobrado,242.6,3,1,0,1981,579115.64
4080,"Rua C, 34",Bairro Novo,Sobrado,247.92,5,2,0,1987,661486.2
2549,"Rua C, 7",Centro,Sobrado,229.1,1,1,1,1980,239397.58
5812,"Rua C, 60",Centro,Sobrado,158.91,5,2,1,1996,946870.97
9360,"Rua A, 79",Vila,Sobrado,145.78,3,2,2,1963,748061.39
3971,"Rua B, 52",Centro,Casa,66.08,5,2,0,1967,813644.02
1884,"Rua A, 67",Centro,Apartamento,252.61,3,1,0,1978,579758.82
3781,"Rua C, 68",Vila,Apartamento,290.79,3,3,2,1994,468407.19
1876,"Rua B, 32",Vila,Sobrado,76.27,3,1,2,2011,761041.14
8895,"Rua C, 32",Centro,Sobrado,298.6,5,2,1,1978,685706.45
9798,"Rua B, 32",Bairro Novo,Casa,151.6,4,1,2,1974,440156.44
4112,"Rua C, 27",Centro,Casa,94.65,3,2,2,1959,557644.55
4928,"Rua A, 90",Bairro Novo,Casa,275.33,4,1,2,1983,962454.4
8947,"Rua B, 13",Vila,Sobrado,219.72,5,3,2,1983,533601.65
5564,"Rua A, 45",Vila,Apartamento,75.76,1,1,0,1962,969477.45
8639,"Rua C, 98",Centro,Sobrado,87.51,3,1,2,1966,527028.75
1005,"Rua B, 95",Vila,Casa,229.78,4,2,0,1998,223276.16
3830,"Rua A, 36",Vila,Sobrado,192.64,5,3,1,1951,147212.43
2194,"Rua B, 10",Vila,Apartamento,73.76,5,1,1,1952,643209.36
7750,"Rua A, 73",Centro,Apartamento,188.82,5,2,1,1965,400669.71
2217,"Rua C, 8",Bairro Novo,Apartamento,87.69,3,2,2,1973,965424.22
1648,"Rua A, 95",Bairro Novo,Sobrado,163.47,4,1,2,2003,754288.43
7290,"Rua A, 4",Bairro Novo,Apartamento,145.93,1,2,0,1950,794779.42
9362,"Rua C, 11",Centro,Casa,288.71,4,3,1,1965,670862.72
3213,"Rua B, 49",Bairro Novo,Apartamento,184.56,2,3,1,1953,543309.01
1732,"Rua B, 78",Bairro Novo,Apartamento,283.4,4,3,1,2015,372008.57
8985,"Rua B, 34",Bairro Novo,Apartamento,75.87,5,3,0,2015,978863.64
1298,"Rua A, 92",Vila,Sobrado,193.85,2,1,1,1971,457195.3
3815,"Rua B, 86",Centro,Casa,59.37,5,2,2,1968,504769.01
9570,"Rua A, 88",Bairro Novo,Sobrado,231.92,1,2,2,1984,133547.01
4827,"Rua B, 98",Bairro Novo,Sobrado,208.52,3,3,1,2002,425797.93
7514,"Rua B, 75",Bairro Novo,Sobrado,263.73,2,1,2,1952,379809.06
6969,"Rua B, 70",Bairro Novo,Casa,204.1,5,2,0,1994,368322.18
1060,"Rua B, 54",Vila,Apartamento,194.27,3,1,0,2012,425633.6
1944,"Rua C, 4",Centro,Casa,175.9,2,1,2,1992,419960.91
2340,"Rua B, 6",Vila,Apartamento,246.05,5,1,2,1987,432144.87
2246,"Rua B, 66",Vila,Apartamento,86.77,4,2,2,1962,987203.1
1631,"Rua C, 73",Centro,Casa,89.09,5,3,1,2019,145414.73
3142,"Rua C, 24",Bairro Novo,Sobrado,130.72,4,1,2,1958,532975.7
5271,"Rua C, 13",Centro,Sobrado,202.25,2,2,0,2018,519835.45
7650,"Rua C, 72",Centro,Apartamento,80.95,3,1,1,1985,771218.52
8928,"Rua B, 32",Bairro Novo,Sobrado,143.79,3,3,0,2010,414301.57
1053,"Rua C, 73",Bairro Novo,Apartamento,284.18,3,3,0,2018,759938.94
5027,"Rua B, 7",Vila,Casa,80.01,4,1,0,1964,367491.78
1631,"Rua A, 2",Bairro Novo,Sobrado,291.05,4,1,2,1983,589803.66
8048,"Rua C, 76",Centro,Apartamento,208.52,4,3,1,1962,657689.64
6943,"Rua C, 19",Bairro Novo,Sobrado,91.61,5,3,0,1978,712115.09
4115,"Rua A, 64",Bairro Novo,Apartamento,261.55,4,2,0,1980,783046.32
6527,"Rua C, 1",Vila,Casa,87.86,3,2,1,1965,227035.49
1334,"Rua B, 25",Bairro Novo,Casa,160.09,1,2,1,2000,652190.29
6700,"Rua B, 11",Vila,Casa,174.33,3,2,0,2012,104256.81
1287,"Rua C, 64",Vila,Casa,125.4,2,1,1,1972,885765.85
9928,"Rua B, 37",Centro,Casa,96.79,5,2,2,1989,868938.84
9039,"Rua C, 63",Centro,Casa,287.11,4,1,1,2007,671694.6
6242,"Rua B, 39",Bairro Novo,Sobrado,193.41,1,2,0,1995,746726.58
3403,"Rua A, 78",Vila,Sobrado,261.72,1,1,1,1967,942201.18
8320,"Rua A, 92",Vila,Casa,215.22,5,2,0,1951,112376.79
9866,"Rua B, 86",Bairro Novo,Casa,192.45,1,2,0,1973,620409.51
9222,"Rua B, 1",Centro,Apartamento,198.9,1,3,1,2000,793301.32
9036,"Rua C, 76",Bairro Novo,Sobrado,53.21,3,3,2,1951,600189.75
6502,"Rua A, 32",Vila,Casa,192.88,1,1,1,1956,505950.79
7850,"Rua B, 75",Centro,Sobrado,166.98,2,3,2,1955,943003.98
2162,"Rua B, 27",Centro,Casa,105.82,3,1,1,1999,833388.39
1515,"Rua A, 6",Vila,Sobrado,93.45,1,2,2,1964,336863.63
4404,"Rua A, 56",Bairro Novo,Casa,246.21,3,3,1,1999,707431.2
7732,"Rua C, 69",Centro,Apartamento,81.46,4,1,0,2004,256674.31
7851,"Rua A, 91",Vila,Casa,209.11,5,2,1,1958,333432.15
8154,"Rua B, 75",Bairro Novo,Apartamento,286.74,5,2,0,2014,923798.02
2041,"Rua C, 36",Vila,Apartamento,186.14,4,3,1,2003,706768.1
9393,"Rua B, 62",Vila,Apartamento,241.79,4,1,1,1984,345279.84
9153,"Rua B, 74",Centro,Sobrado,151.51,1,3,0,1956,376188.76
5798,"Rua B, 67",Bairro Novo,Apartamento,165.94,2,3,2,1976,796988.28
6086,"Rua C, 63",Vila,Sobrado,159.17,3,2,1,1965,675375.61
4664,"Rua C, 79",Centro,Casa,200.58,3,3,2,1956,342867.85
2324,"Rua A, 69",Bairro Novo,Sobrado,115.69,4,3,0,1975,404750.01
8237,"Rua B, 67",Vila,Apartamento,266.73,1,3,0,1952,257245.48
8747,"Rua A, 89",Centro,Casa,278.36,3,2,1,1973,742361.53
6785,"Rua A, 67",Bairro Novo,Casa,149.53,3,3,1,2005,578423.36
6664,"Rua C, 81",Bairro Novo,Apartamento,194.04,2,1,2,2016,230908.01
1416,"Rua A, 8",Vila,Apartamento,252.92,2,1,1,1950,653612.76
2244,"Rua C, 79",Vila,Sobrado,134.08,5,1,0,1996,879627.16
5670,"Rua B, 52",Vila,Sobrado,144.92,1,3,1,2003,121482.51
4070,"Rua A, 29",Bairro Novo,Casa,175.94,5,2,2,2007,324461.88
5165,"Rua B, 11",Vila,Sobrado,95.73,4,2,1,1971,704072.08
8430,"Rua B, 95",Bairro Novo,Casa,117.31,1,1,0,1987,127152.48
6291,"Rua B, 14",Centro,Casa,266.88,2,3,1,2002,676564.83
7755,"Rua C, 89",Centro,Apartamento,83.46,1,1,2,2006,128413.25
9386,"Rua B, 23",Centro,Sobrado,287.62,2,1,0,2020,710339.71
2924,"Rua B, 62",Centro,Casa,86.23,2,3,0,1983,663057.73
8795,"Rua B, 62",Vila,Casa,281.68,4,2,0,1992,627932.04
1366,"Rua A, 44",Vila,Sobrado,147.02,4,3,0,2001,354308.04
8296,"Rua A, 32",Centro,Casa,275.73,4,1,1,1986,426454.83
7360,"Rua C, 96",Bairro Novo,Apartamento,92.74,4,2,0,1995,553634.54
3699,"Rua A, 29",Bairro Novo,Casa,234.31,4,1,1,1978,916253.47
4092,"Rua B, 96",Bairro Novo,Casa,209.6,2,3,0,1967,462432.62
4007,"Rua A, 89",Bairro Novo,Apartamento,122.52,3,1,0,2004,135429.31
7920,"Rua C, 4",Vila,Casa,198.12,1,1,2,1996,668089.26
2376,"Rua B, 15",Vila,Sobrado,150.73,3,1,0,1992,748259.38
8597,"Rua A, 11",Centro,Sobrado,149.32,3,3,1,1968,723565.21
2543,"Rua C, 83",Centro,Sobrado,120.26,1,2,0,1984,755089.16
7932,"Rua C, 56",Bairro Novo,Casa,281.17,3,1,0,1961,242633.07
1985,"Rua A, 82",Centro,Casa,277.17,5,3,1,1976,498285.76
2424,"Rua B, 25",Vila,Apartamento,287.28,1,2,0,1980,874929.9
6201,"Rua C, 45",Bairro Novo,Sobrado,216.11,2,1,1,1996,581223.42
6072,"Rua B, 11",Vila,Apartamento,144.26,2,1,1,2005,167125.38
8258,"Rua C, 19",Bairro Novo,Casa,69.55,2,2,1,1999,862182.01
2340,"Rua B, 42",Vila,Sobrado,281.36,5,1,1,1977,657891.61
6174,"Rua B, 24",Bairro Novo,Apartamento,186.21,1,2,1,1952,858912.22
8430,"Rua B, 43",Bairro Novo,Apartamento,87.98,4,1,0,1991,760579.45
2530,"Rua B, 30",Vila,Apartamento,258.71,3,1,1,1972,562236.38
7664,"Rua B, 59",Centro,Apartamento,203.34,4,2,1,1972,590123.42
4998,"Rua A, 29",Bairro Novo,Casa,169.63,3,3,2,2002,613870.88
9721,"Rua B, 18",Centro,Sobrado,290.42,5,1,0,2009,513854.66
5938,"Rua B, 57",Vila,Apartamento,87.77,5,3,2,2009,895840.05
1088,"Rua C, 41",Bairro Novo,Sobrado,69.27,5,2,0,2016,916451.05
1156,"Rua C, 78",Centro,Casa,220.15,5,2,2,2000,437511.22
5489,"Rua C, 70",Centro,Casa,111.95,2,2,2,1988,751202.35
3561,"Rua C, 28",Centro,Apartamento,111.35,3,1,2,1989,626517.25
7694,"Rua C, 18",Vila,Casa,168.69,3,2,1,1967,652610.67
7108,"Rua C, 92",Centro,Apartamento,246.56,1,1,2,1978,666747.21
7120,"Rua B, 81",Vila,Sobrado,75.54,4,2,1,1963,224364.69
2067,"Rua A, 60",Centro,Apartamento,77.8,5,3,0,1959,969565.16
3229,"Rua C, 52",Centro,Apartamento,168.3,5,3,1,2016,632730.53
9893,"Rua A, 33",Centro,Apartamento,209.94,1,3,2,1995,822718.52
4733,"Rua C, 91",Bairro Novo,Casa,292.43,4,3,0,1950,980187.74
1469,"Rua C, 21",Vila,Casa,78.57,4,3,1,1985,626530.06
5237,"Rua A, 55",Vila,Casa,263.59,1,3,2,1954,306447.42
5832,"Rua C, 97",Vila,Casa,122.07,4,1,1,1974,303407.64
9679,"Rua A, 42",Vila,Casa,237.23,4,1,2,1996,910318.87
6820,"Rua C, 38",Bairro Novo,Sobrado,89.23,4,2,1,1960,594545.87
3020,"Rua A, 25",Vila,Apartamento,259.83,5,2,0,2009,520072.0
1688,"Rua A, 57",Bairro Novo,Casa,146.18,4,2,0,1951,858364.84
9703,"Rua C, 69",Bairro Novo,Casa,63.3,1,1,0,1951,173787.97
9870,"Rua A, 80",Centro,Casa,62.63,3,3,2,1976,485570.46
1193,"Rua B, 54",Bairro Novo,Sobrado,191.73,4,2,0,1990,477052.22
6688,"Rua B, 62",Bairro Novo,Sobrado,264.16,5,1,2,1977,787078.79
4002,"Rua A, 56",Vila,Sobrado,102.63,3,2,1,2012,525542.58
1155,"Rua C, 39",Vila,Apartamento,96.29,2,2,1,2000,266199.54
8442,"Rua A, 16",Vila,Casa,69.09,5,1,2,2010,949491.04
2830,"Rua C, 99",Vila,Apartamento,69.8,3,3,2,1993,822825.14
2468,"Rua A, 86",Bairro Novo,Sobrado,254.4,5,3,2,2015,632092.34
1266,"Rua A, 70",Vila,Sobrado,232.36,2,3,2,1981,223883.15
2929,"Rua B, 71",Bairro Novo,Casa,109.66,3,2,1,2018,901781.91
7177,"Rua A, 51",Vila,Sobrado,234.75,3,2,2,1961,895615.87
7118,"Rua B, 86",Vila,Casa,257.78,1,2,2,1951,890021.81
5111,"Rua A, 72",Vila,Sobrado,217.46,1,2,1,2018,440597.27
6018,"Rua C, 38",Bairro Novo,Apartamento,216.24,2,1,1,1959,475693.83
8633,"Rua C, 28",Vila,Apartamento,73.05,1,1,2,2006,954094.54
9347,"Rua A, 66",Vila,Casa,202.2,2,2,0,1986,656499.34
1780,"Rua A, 28",Centro,Apartamento,291.12,3,3,2,1958,141900.69
2982,"Rua C, 45",Centro,Sobrado,246.41,2,1,2,1965,663654.42
5508,"Rua A, 12",Bairro Novo,Apartamento,120.76,4,2,2,1979,319022.32
3826,"Rua B, 50",Vila,Apartamento,99.26,5,3,2,1959,669117.6
3076,"Rua B, 5",Bairro Novo,Casa,215.03,1,3,1,1980,894054.01
9111,"Rua B, 82",Centro,Apartamento,116.36,3,2,2,2019,954430.99
6848,"Rua A, 89",Bairro Novo,Casa,126.37,2,1,2,2008,857946.38
8910,"Rua B, 20",Bairro Novo,Apartamento,50.93,5,1,0,1977,925351.45
5987,"Rua A, 46",Centro,Sobrado,279.88,3,3,1,1989,680173.79
6987,"Rua C, 78",Centro,Casa,268.35,1,2,1,2008,454501.99
2817,"Rua C, 9",Vila,Apartamento,258.43,4,3,1,1959,201368.86
3953,"Rua A, 9",Vila,Sobrado,259.41,1,1,1,1964,799016.43
2498,"Rua A, 94",Vila,Sobrado,132.87,3,3,2,1991,785594.33
2427,"Rua C, 52",Bairro Novo,Apartamento,200.29,2,1,1,1964,219311.52
8648,"Rua B, 13",Bairro Novo,Apartamento,185.1,2,3,0,1965,990211.63
4780,"Rua A, 88",Centro,Sobrado,272.98,3,1,1,1995,926914.9
7277,"Rua B, 89",Bairro Novo,Sobrado,75.26,4,2,2,2019,522671.54
8800,"Rua B, 28",Centro,Apartamento,147.33,5,2,2,1952,233490.74
9302,"Rua B, 27",Bairro Novo,Sobrado,175.19,4,1,0,1963,266287.1
1112,"Rua C, 70",Centro,Sobrado,237.37,2,1,1,1995,353563.46
5015,"Rua B, 80",Bairro Novo,Sobrado,198.39,4,2,0,1992,542009.77
1980,"Rua A, 7",Bairro Novo,Apartamento,265.83,5,1,0,1952,618247.03
7692,"Rua C, 48",Bairro Novo,Casa,227.15,4,3,0,1992,866998.25
5958,"Rua B, 55",Vila,Apartamento,69.32,2,3,0,2004,150596.5
6183,"Rua A, 69",Vila,Casa,189.8,3,2,1,2012,427821.84
9056,"Rua C, 25",Bairro Novo,Apartamento,149.4,5,3,2,1976,697534.32
8305,"Rua A, 61",Bairro Novo,Casa,137.36,1,2,2,1978,614959.28
7811,"Rua C, 100",Vila,Casa,71.72,3,1,0,2014,358378.56
2107,"Rua A, 50",Centro,Sobrado,185.46,3,2,0,2013,243487.33
7355,"Rua C, 29",Vila,Casa,252.99,4,3,0,1992,200398.05
6909,"Rua A, 59",Vila,Apartamento,200.35,1,3,2,1986,509441.72
3569,"Rua B, 99",Centro,Apartamento,137.89,2,1,2,1955,276829.04
3429,"Rua C, 45",Vila,Sobrado,118.83,4,2,2,2020,228823.1
2445,"Rua A, 19",Vila,Sobrado,163.6,2,3,2,1986,569478.29
8683,"Rua B, 16",Bairro Novo,Sobrado,210.23,2,1,1,1987,879047.89
1504,"Rua B, 10",Vila,Sobrado,232.22,1,2,1,2005,287262.71
7255,"Rua A, 2",Centro,Casa,58.12,3,2,2,1971,549726.45
7044,"Rua A, 72",Vila,Casa,290.74,5,3,0,1952,994944.74
5701,"Rua A, 50",Bairro Novo,Sobrado,90.68,3,2,2,1990,791644.53
3036,"Rua A, 16",Centro,Casa,176.5,4,1,2,1992,987078.27
1071,"Rua A, 65",Bairro Novo,Apartamento,125.87,3,2,2,1978,424689.19
5586,"Rua A, 28",Vila,Casa,243.08,1,3,0,1997,507559.42
4515,"Rua A, 15",Vila,Sobrado,157.15,4,3,1,1977,494210.57
2897,"Rua A, 40",Vila,Apartamento,224.67,3,3,0,2000,894579.3
4987,"Rua B, 41",Bairro Novo,Casa,53.52,3,3,1,1951,858470.85
9717,"Rua B, 90",Centro,Apartamento,144.22,2,2,1,1960,317393.94
1561,"Rua C, 59",Centro,Casa,102.14,4,3,2,1971,352988.67
5460,"Rua A, 99",Vila,Casa,117.84,3,2,2,1981,718279.05
8677,"Rua A, 91",Centro,Apartamento,215.68,4,1,2,2007,442277.71
3175,"Rua A, 51",Vila,Apartamento,91.84,3,3,1,2009,334557.46
5762,"Rua B, 23",Vila,Casa,172.66,5,1,1,1959,711562.92
9815,"Rua B, 61",Centro,Casa,203.06,2,2,1,2015,163806.39
7927,"Rua B, 24",Vila,Casa,138.94,4,2,2,2006,394903.81
8204,"Rua C, 70",Bairro Novo,Sobrado,127.83,5,1,0,1952,429858.93
8704,"Rua B, 78",Centro,Sobrado,258.24,4,2,0,2014,742753.36
5932,"Rua B, 57",Centro,Apartamento,284.28,4,1,2,1973,683903.58
6709,"Rua C, 13",Bairro Novo,Casa,130.59,4,2,0,1957,144114.93
9368,"Rua C, 93",Bairro Novo,Sobrado,269.91,2,2,2,1964,175704.38
9181,"Rua A, 3",Bairro Novo,Apartamento,209.03,2,3,2,1976,718334.99
3498,"Rua C, 32",Centro,Sobrado,264.86,4,3,2,2019,296553.09
7322,"Rua C, 36",Vila,Sobrado,259.82,5,3,2,1964,176973.36
2144,"Rua C, 69",Vila,Sobrado,103.67,5,2,0,2013,682313.54
6153,"Rua B, 63",Centro,Sobrado,280.6,4,2,1,2008,286040.49
4596,"Rua B, 25",Bairro Novo,Sobrado,240.83,5,3,2,1952,304894.65
4722,"Rua B, 58",Bairro Novo,Casa,161.81,1,3,2,2003,209816.01
6395,"Rua C, 92",Bairro Novo,Casa,50.57,3,3,1,2019,428394.81
2844,"Rua A, 17",Vila,Sobrado,129.74,2,1,2,1980,585666.73
3110,"Rua B, 3",Vila,Apartamento,149.31,3,1,2,1952,674910.97
2038,"Rua C, 47",Centro,Sobrado,143.86,1,1,2,1996,886133.81
3908,"Rua C, 75",Bairro Novo,Sobrado,247.55,4,1,2,1991,393416.84
4279,"Rua C, 83",Vila,Casa,170.49,3,1,2,1984,390848.57
6876,"Rua A, 60",Vila,Apartamento,192.39,1,1,0,1986,936710.03
3803,"Rua A, 62",Bairro Novo,Casa,188.84,3,3,1,2017,426537.73
5607,"Rua B, 11",Bairro Novo,Casa,181.82,1,3,1,1992,264688.44
9111,"Rua A, 36",Vila,Casa,299.87,4,2,1,1984,176007.0
8330,"Rua C, 66",Vila,Apartamento,89.74,4,2,0,1980,127644.65
2849,"Rua A, 85",Bairro Novo,Apartamento,209.98,3,2,1,2009,624035.52
8438,"Rua B, 5",Centro,Casa,63.99,1,2,0,2013,877751.32
4111,"Rua B, 51",Vila,Sobrado,232.81,4,1,0,2020,844471.07
1111,"Rua A, 60",Bairro Novo,Apartamento,176.18,3,3,1,1989,318397.11
6880,"Rua C, 72",Vila,Sobrado,221.19,4,3,0,1956,726991.58
1649,"Rua A, 77",Bairro Novo,Apartamento,217.52,3,1,2,1958,132743.12
9613,"Rua C, 97",Vila,Sobrado,210.08,4,1,1,2002,750532.76
6542,"Rua A, 89",Vila,Casa,296.41,5,1,0,2001,174819.66
9172,"Rua B, 7",Bairro Novo,Apartamento,129.82,1,3,2,1984,743351.1
2036,"Rua C, 85",Bairro Novo,Apartamento,158.14,3,3,1,2004,431597.02
8846,"Rua B, 86",Bairro Novo,Casa,105.05,3,1,1,1955,396253.32
5908,"Rua C, 44",Bairro Novo,Sobrado,264.64,3,2,0,1962,225398.71
4299,"Rua C, 88",Centro,Sobrado,292.26,1,3,1,1977,684588.78
3516,"Rua C, 99",Vila,Sobrado,251.24,2,1,1,2012,861176.81
8603,"Rua A, 24",Vila,Apartamento,298.75,5,1,2,1963,350185.15
1256,"Rua B, 74",Bairro Novo,Casa,230.72,4,1,0,2004,161917.23
2297,"Rua A, 82",Centro,Sobrado,81.67,2,2,2,1979,481274.74
3424,"Rua B, 81",Vila,Apartamento,266.74,5,1,0,1966,861900.0
7820,"Rua B, 56",Centro,Casa,283.89,4,3,1,2017,716231.4
8573,"Rua A, 2",Centro,Casa,287.73,1,1,1,2003,687710.7
2854,"Rua A, 22",Vila,Sobrado,161.09,1,1,1,1951,151809.84
5356,"Rua B, 26",Bairro Novo,Apartamento,68.14,2,3,1,1962,821154.27
4109,"Rua C, 98",Bairro Novo,Apartamento,293.16,4,3,0,1961,507814.66
7268,"Rua C, 41",Centro,Apartamento,175.05,5,2,0,1958,519876.62
8006,"Rua C, 32",Vila,Sobrado,187.11,1,1,2,1974,122497.71
2165,"Rua C, 20",Centro,Apartamento,238.94,4,2,1,1999,493264.68
4429,"Rua C, 94",Vila,Apartamento,257.62,5,1,0,1975,852141.76
4076,"Rua B, 46",Vila,Sobrado,149.63,1,3,2,1988,347575.28
6223,"Rua B, 44",Vila,Casa,219.55,3,3,2,2018,224358.34
8548,"Rua C, 76",Centro,Apartamento,189.01,3,2,0,1988,922648.01
6709,"Rua B, 54",Centro,Casa,285.57,1,2,0,1952,478951.64
2844,"Rua B, 73",Bairro Novo,Apartamento,192.36,1,3,1,1968,651460.22
5223,"Rua B, 53",Centro,Apartamento,294.76,1,3,2,2012,457623.2
6685,"Rua A, 50",Vila,Apartamento,165.08,4,1,0,2015,125710.43
2159,"Rua B, 25",Vila,Apartamento,260.76,2,1,0,1959,653395.31
1864,"Rua B, 60",Bairro Novo,Sobrado,150.48,5,3,1,1975,213335.72
1806,"Rua C, 91",Centro,Casa,276.41,1,2,1,1980,295194.66
5827,"Rua B, 3",Bairro Novo,Apartamento,63.53,4,3,2,1979,338317.26
7333,"Rua B, 25",Vila,Apartamento,243.02,1,2,2,1962,837050.33
4877,"Rua A, 15",Bairro Novo,Sobrado,135.27,5,3,1,1984,559847.85
9534,"Rua A, 49",Bairro Novo,Sobrado,70.48,3,1,1,1967,586589.5
2958,"Rua C, 47",Centro,Apartamento,280.18,4,2,0,1967,773973.77
1479,"Rua C, 17",Bairro Novo,Casa,164.98,4,2,2,1963,836586.48
2683,"Rua B, 53",Bairro Novo,Casa,264.86,2,3,0,1969,939380.38
1782,"Rua A, 85",Vila,Apartamento,107.82,4,1,1,1997,789737.35
8942,"Rua A, 31",Bairro Novo,Casa,200.45,5,2,0,1988,161705.68
